living_area,street,street
73.0,Івана Мазепи,Героїв Сталінграда
0.0,Героїв Сталінграда,Липківського
44.0,Липківського,*** not found
75.0,*** not found,Коновальця
60.0,Коновальця,Максимовича
34.0,Максимовича,Зарічна
65.0,Зарічна,Голосіївська
190.0,Голосіївська,Ясинуватський
240.0,Ясинуватський,*** not found
85.0,*** not found,Колоса
48.0,Колоса,Правди
75.0,Правди,Велика Васильківська
60.0,Велика Васильківська,Голосіївський
0.0,Голосіївський,*** not found
0.0,*** not found,Бойчука
50.0,Бойчука,Центральна
71.0,Центральна,Ясинуватський
0.0,Ясинуватський,Райдужна
68.0,Райдужна,Ломоносова
44.0,Ломоносова,
48.0,,*** not found
46.0,*** not found,Гусовського
0.0,Гусовського,Окіпної
0.0,Окіпної,Багговутівська
63.0,Багговутівська,Дружби Народів
71.0,Дружби Народів,Маккейна
35.0,Маккейна,Маланюка
48.0,Маланюка,Михайла Котельникова
56.0,Михайла Котельникова,Героїв Севастополя
206.0,Героїв Севастополя,Маланюка
172.0,Маланюка,Саперне Поле
45.0,Саперне Поле,Балтійський
85.0,Балтійський,Кудрявська
49.0,Кудрявська,Перемоги
193.0,Перемоги,Німанська
0.0,Німанська,Каховська
43.0,Каховська,Малопідвальна
350.0,Малопідвальна,Невська
127.0,Невська,Златоустівська
0.0,Златоустівська,
180.0,,Берковецька
0.0,Берковецька,Бажана
0.0,Бажана,Антоновича
60.0,Антоновича,*** not found
60.0,*** not found,Гречка
174.0,Гречка,Микільсько-Слобідська
73.0,Микільсько-Слобідська,Правди
93.0,Правди,Тимошенка
0.0,Тимошенка,Павла Тичини
140.0,Павла Тичини,Олевська
50.0,Олевська,Освіти
88.0,Освіти,Іллєнка
0.0,Іллєнка,Дніпровська
43.0,Дніпровська,Івана Мазепи
72.0,Івана Мазепи,Українки
247.0,Українки,Данченка
250.0,Данченка,Драгомирова
67.0,Драгомирова,Тбіліський
81.0,Тбіліський,Каховська
33.0,Каховська,Ушинського
0.0,Ушинського,Урлівська
93.0,Урлівська,Світлицького
109.0,Світлицького,Дніпровська
0.0,Дніпровська,Липківського
55.0,Липківського,Микільсько-Слобідська
88.0,Микільсько-Слобідська,Лобановського
0.0,Лобановського,Героїв Сталінграда
150.0,Героїв Сталінграда,Дніпровська
87.0,Дніпровська,Драгоманова
275.0,Драгоманова,Ахматової
80.0,Ахматової,Саперне Поле
54.0,Саперне Поле,Данченка
43.0,Данченка,Голосіївський
94.0,Голосіївський,*** not found
42.0,*** not found,Глибочицька
0.0,Глибочицька,Багговутівська
116.0,Багговутівська,Саксаганського
76.0,Саксаганського,Моторний
59.0,Моторний,Йорданська
200.0,Йорданська,Саперне Поле
70.0,Саперне Поле,Вернадського
0.0,Вернадського,Курбаса
150.0,Курбаса,Багговутівська
162.0,Багговутівська,Набережно-Рибальська
45.0,Набережно-Рибальська,Саксаганського
62.0,Саксаганського,Малиновського
75.0,Малиновського,Протасів Яр
0.0,Протасів Яр,Німанська
70.0,Німанська,Підвисоцького
95.0,Підвисоцького,Зодчих
555.0,Зодчих,Рокосовського
0.0,Рокосовського,Шовковична
93.0,Шовковична,Крушельницької
55.0,Крушельницької,Новопольова
102.0,Новопольова,Визволителів
94.0,Визволителів,Сонячна
41.0,Сонячна,Сікорського
0.0,Сікорського,Радченка
0.0,Радченка,Бульварно-Кудрявська
0.0,Бульварно-Кудрявська,Кайсарова
67.0,Кайсарова,Дніпровська
0.0,Дніпровська,Перова
31.0,Перова,Глушкова
87.0,Глушкова,Рокосовського
82.0,Рокосовського,Саперно-Слобідська
50.0,Саперно-Слобідська,Миколи Кибальчича
40.0,Миколи Кибальчича,Миколи Ушакова
70.0,Миколи Ушакова,Антоновича
75.0,Антоновича,Богданівська
96.0,Богданівська,
56.0,,Сверстюка
43.0,Сверстюка,Ревуцького
119.0,Ревуцького,Ованеса Туманяна
43.0,Ованеса Туманяна,Саперне Поле
22.0,Саперне Поле,Григоренка
105.0,Григоренка,Гречка
44.0,Гречка,Богатирська
69.0,Богатирська,Білоруська
45.0,Білоруська,Регенераторна
95.0,Регенераторна,Вишняківська
28.0,Вишняківська,Гонгадзе
40.0,Гонгадзе,Правди
161.0,Правди,Кольцова
100.0,Кольцова,Воскресенська
65.0,Воскресенська,Руставелі
213.0,Руставелі,Голосіївський
62.0,Голосіївський,Комбінатна
63.0,Комбінатна,Салютна
90.0,Салютна,Маланюка
39.0,Маланюка,Ромоданова
73.0,Ромоданова,Саперне Поле
34.0,Саперне Поле,Сім’ї Кульженків
50.0,Сім’ї Кульженків,Лабораторна
39.0,Лабораторна,Драгоманова
55.0,Драгоманова,
58.0,,Кудрявська
52.0,Кудрявська,Краківська
92.0,Краківська,Кольцова
68.0,Кольцова,Антоновича
0.0,Антоновича,Лариси Руденко
65.0,Лариси Руденко,Івана Пулюя
145.0,Івана Пулюя,Українки
58.0,Українки,Тютюнника
76.0,Тютюнника,Юрія Смолича
46.0,Юрія Смолича,Оболонський
88.0,Оболонський,Курбаса
0.0,Курбаса,Верховинця
0.0,Верховинця,Зарічна
58.0,Зарічна,Дніпровська
52.0,Дніпровська,Коломийський
70.0,Коломийський,Правди
65.0,Правди,Каховська
47.0,Каховська,Бойчука
79.0,Бойчука,Правди
34.0,Правди,Маккейна
98.0,Маккейна,Перемоги
50.0,Перемоги,Грушевського
70.0,Грушевського,Срібнокільська
45.0,Срібнокільська,Перемоги
150.0,Перемоги,Урлівська
66.0,Урлівська,Заболотного
65.0,Заболотного,Максимовича
130.0,Максимовича,Бажана
70.0,Бажана,Сікорського
60.0,Сікорського,Курбаса
78.0,Курбаса,Дніпровська
53.0,Дніпровська,Драгомирова
65.0,Драгомирова,
0.0,,Антонова
69.0,Антонова,Бучми
61.0,Бучми,Кубанської України
81.0,Кубанської України,Дніпровська
57.0,Дніпровська,Панельна
48.0,Панельна,Коновальця
47.0,Коновальця,Богатирська
93.0,Богатирська,Оболонський
49.0,Оболонський,Українки
0.0,Українки,Бориса Гмирі
72.0,Бориса Гмирі,Правди
65.0,Правди,Центральна
49.0,Центральна,Преображенська
31.0,Преображенська,Коновальця
41.0,Коновальця,Українки
53.0,Українки,*** not found
77.0,*** not found,Велика Васильківська
100.0,Велика Васильківська,Липківського
55.0,Липківського,Бойчука
58.0,Бойчука,Васильківська
52.0,Васильківська,Данькевича
312.0,Данькевича,Богатирська
87.0,Богатирська,Українки
145.0,Українки,Гречка
50.0,Гречка,Редутна
125.0,Редутна,Бориса Гмирі
43.0,Бориса Гмирі,Драгомирова
130.0,Драгомирова,Туполєва
81.0,Туполєва,Кондратюка
208.0,Кондратюка,Мінський
306.0,Мінський,Княжий Затон
54.0,Княжий Затон,Герцена
105.0,Герцена,Балтійський
69.0,Балтійський,Ернста
66.0,Ернста,Шаповала
67.0,Шаповала,Городецького
46.0,Городецького,Сім'ї Сосніних
104.0,Сім'ї Сосніних,Івана Мазепи
55.0,Івана Мазепи,Червоноткацька
92.0,Червоноткацька,*** not found
86.0,*** not found,Голосіївська
87.0,Голосіївська,*** not found
0.0,*** not found,Миколи Гулака
0.0,Миколи Гулака,Івана Федорова
0.0,Івана Федорова,Саперне Поле
0.0,Саперне Поле,Миколи Хвильового
0.0,Миколи Хвильового,Паторжинського
51.0,Паторжинського,Наумовича
250.0,Наумовича,Калнишевського
25.0,Калнишевського,Дніпровська
42.0,Дніпровська,Електриків
46.0,Електриків,Солом'янська
127.0,Солом'янська,Шевченка
46.0,Шевченка,Озерна
66.0,Озерна,Григоренка
0.0,Григоренка,Антонова
70.0,Антонова,Голосіївський
81.0,Голосіївський,Комарова
0.0,Комарова,Борщагівська
0.0,Борщагівська,Шевченка
85.0,Шевченка,Максимовича
79.0,Максимовича,Ковальський
83.0,Ковальський,Малевича
38.0,Малевича,Мічуріна
160.0,Мічуріна,*** not found
37.0,*** not found,Балтійський
0.0,Балтійський,Азербайджанська
108.0,Азербайджанська,Зарічна
150.0,Зарічна,Чавдар
72.0,Чавдар,Правди
0.0,Правди,Урлівська
41.0,Урлівська,Бориспільська
53.0,Бориспільська,Поправки
43.0,Поправки,Бориспільська
0.0,Бориспільська,Ентузіастів
71.0,Ентузіастів,Малоземельна
56.0,Малоземельна,Саксаганського
118.0,Саксаганського,Героїв Сталінграда
80.0,Героїв Сталінграда,Зодчих
85.0,Зодчих,Калнишевського
104.0,Калнишевського,Філатова
0.0,Філатова,Старонаводницька
0.0,Старонаводницька,Заболотного
31.0,Заболотного,Правди
90.0,Правди,*** not found
104.0,*** not found,Антоновича
46.0,Антоновича,Шаповала
103.0,Шаповала,Івана Федорова
38.0,Івана Федорова,Деревлянська
111.0,Деревлянська,Вільямса
90.0,Вільямса,Васильченка
0.0,Васильченка,Предславинська
79.0,Предславинська,Крайня
74.0,Крайня,Милославська
46.0,Милославська,Воскресенська
49.0,Воскресенська,Маланюка
76.0,Маланюка,Дніпровська
103.0,Дніпровська,Пушкінська
0.0,Пушкінська,Набережно-Корчуватська
110.0,Набережно-Корчуватська,Зарічна
70.0,Зарічна,Тургенєвська
0.0,Тургенєвська,Радченка
60.0,Радченка,Зарічна
93.0,Зарічна,Метрологічна
130.0,Метрологічна,Йорданська
25.0,Йорданська,Кольцова
55.0,Кольцова,Максимовича
171.0,Максимовича,Науки
43.0,Науки,Саперно-Слобідська
48.0,Саперно-Слобідська,Шовковична
87.0,Шовковична,Трускавецька
53.0,Трускавецька,Гавела
84.0,Гавела,Повітрофлотський
46.0,Повітрофлотський,Запорожця
52.0,Запорожця,Маккейна
91.0,Маккейна,Перемоги
65.0,Перемоги,Щербаківського
82.0,Щербаківського,Зарічна
88.0,Зарічна,Будищанська
41.0,Будищанська,Жилянська
150.0,Жилянська,Комбінатна
73.0,Комбінатна,Ревуцького
81.0,Ревуцького,Бородіна
50.0,Бородіна,Руставелі
37.0,Руставелі,Драгоманова
60.0,Драгоманова,Преображенська
30.0,Преображенська,Депутатська
63.0,Депутатська,Багговутівська
213.0,Багговутівська,*** not found
0.0,*** not found,Сікорського
0.0,Сікорського,Драгомирова
87.0,Драгомирова,Коперніка
68.0,Коперніка,Васильківська
103.0,Васильківська,Глибочицька
0.0,Глибочицька,Чавдар
91.0,Чавдар,Шовковична
64.0,Шовковична,Дніпровська
61.0,Дніпровська,Антоновича
94.0,Антоновича,
111.0,,Славгородська
46.0,Славгородська,Драгомирова
40.0,Драгомирова,Срібнокільська
70.0,Срібнокільська,Харченка
84.0,Харченка,Окіпної
53.0,Окіпної,Саперне Поле
80.0,Саперне Поле,Олени Теліги
70.0,Олени Теліги,Кондратюка
137.0,Кондратюка,Мечнікова
51.0,Мечнікова,Героїв Сталінграда
52.0,Героїв Сталінграда,Рибальська
248.0,Рибальська,Березова
52.0,Березова,Саперне Поле
74.0,Саперне Поле,Антоновича
108.0,Антоновича,Маккейна
0.0,Маккейна,Лейпцизька
0.0,Лейпцизька,Драгоманова
55.0,Драгоманова,Коновальця
67.0,Коновальця,Василя Стуса
70.0,Василя Стуса,Тютюнника
88.0,Тютюнника,Січових Стрільців
24.0,Січових Стрільців,Райдужна
0.0,Райдужна,Закревського
0.0,Закревського,Тургенєвська
46.0,Тургенєвська,Васильківська
250.0,Васильківська,Зої Космодем'янської
37.0,Зої Космодем'янської,Радченка
51.0,Радченка,Сверстюка
61.0,Сверстюка,Милославська
110.0,Милославська,Метрологічна
64.0,Метрологічна,Деміївська
0.0,Деміївська,Перемоги
110.0,Перемоги,Вишгородська
51.0,Вишгородська,Маккейна
70.0,Маккейна,
45.0,,Перемоги
0.0,Перемоги,Балтійський
70.0,Балтійський,Звіринецька
0.0,Звіринецька,Ревуцького
80.0,Ревуцького,Правди
40.0,Правди,Милославська
54.0,Милославська,Вербицького
98.0,Вербицького,Новгородська
185.0,Новгородська,Бажана
0.0,Бажана,Канівська
73.0,Канівська,Максимовича
110.0,Максимовича,Донця
40.0,Донця,Драгомирова
165.0,Драгомирова,Тираспольська
74.0,Тираспольська,Саксаганського
57.0,Саксаганського,Тираспольська
70.0,Тираспольська,Зарічна
0.0,Зарічна,Гонгадзе
78.0,Гонгадзе,Українки
0.0,Українки,Світлицького
92.0,Світлицького,Воробйова
54.0,Воробйова,Каховська
85.0,Каховська,Глибочицька
350.0,Глибочицька,Білокур
0.0,Білокур,Балтійський
170.0,Балтійський,Антоновича
48.0,Антоновича,Кондратюка
55.0,Кондратюка,Гончара
230.0,Гончара,Ревуцького
0.0,Ревуцького,*** not found
0.0,*** not found,Драгоманова
0.0,Драгоманова,Сім’ї Кульженків
0.0,Сім’ї Кульженків,Панельна
29.0,Панельна,Вільямса
67.0,Вільямса,Голосіївська
72.0,Голосіївська,Оболонський
55.0,Оболонський,Миколи Голего
0.0,Миколи Голего,Дніпровська
0.0,Дніпровська,Малиновського
62.0,Малиновського,Назарівська
130.0,Назарівська,Гоголівська
67.0,Гоголівська,Дорогожицька
42.0,Дорогожицька,Петропавлівська
74.0,Петропавлівська,Грушевського
88.0,Грушевського,Іллєнка
49.0,Іллєнка,Липківського
42.0,Липківського,Ушинського
49.0,Ушинського,Польова
55.0,Польова,Саперне Поле
42.0,Саперне Поле,Панельна
142.0,Панельна,Коновальця
50.0,Коновальця,Хмельницького
32.0,Хмельницького,Маккейна
44.0,Маккейна,Антоновича
52.0,Антоновича,Толстого
156.0,Толстого,Дружби Народів
123.0,Дружби Народів,Оболонський
165.0,Оболонський,Багговутівська
66.0,Багговутівська,Антонова
0.0,Антонова,Володимирська
41.0,Володимирська,Українки
42.0,Українки,Сім’ї Кульженків
61.0,Сім’ї Кульженків,Коновальця
80.0,Коновальця,Мирного
119.0,Мирного,Московська
53.0,Московська,Жмеринська
63.0,Жмеринська,Бойчука
43.0,Бойчука,Липківського
86.0,Липківського,Лабораторний
120.0,Лабораторний,Інститутська
108.0,Інститутська,Українки
94.0,Українки,Хрещатик
115.0,Хрещатик,Дніпровська
0.0,Дніпровська,Осокорська
55.0,Осокорська,Саперне Поле
62.0,Саперне Поле,Комарова
53.0,Комарова,Драгомирова
0.0,Драгомирова,Срібнокільська
122.0,Срібнокільська,Чоколівський
90.0,Чоколівський,Звіринецька
55.0,Звіринецька,Вишгородська
40.0,Вишгородська,Драгомирова
46.0,Драгомирова,Героїв Сталінграда
340.0,Героїв Сталінграда,Будівельників
41.0,Будівельників,Іллєнка
47.0,Іллєнка,Урлівська
55.0,Урлівська,Сормовська
79.0,Сормовська,Правди
65.0,Правди,Верховинна
32.0,Верховинна,Вербицького
63.0,Вербицького,*** not found
50.0,*** not found,Велика Васильківська
36.0,Велика Васильківська,Бойчука
35.0,Бойчука,Лобановського
52.0,Лобановського,Миколи Шепелєва
50.0,Миколи Шепелєва,Кропивницького
165.0,Кропивницького,Трускавецька
71.0,Трускавецька,Голосіївська
110.0,Голосіївська,Маланюка
102.0,Маланюка,Драгомирова
80.0,Драгомирова,Юнацька
60.0,Юнацька,Максимовича
70.0,Максимовича,Комарова
80.0,Комарова,Багговутівська
84.0,Багговутівська,
72.0,,Костанайська
96.0,Костанайська,Срібнокільська
32.0,Срібнокільська,Курчатова
113.0,Курчатова,Гусовського
119.0,Гусовського,Українки
61.0,Українки,Драгоманова
75.0,Драгоманова,Дніпровська
0.0,Дніпровська,Заболотного
82.0,Заболотного,Заболотного
98.0,Заболотного,Перемоги
32.0,Перемоги,Сверстюка
37.0,Сверстюка,Липківського
96.0,Липківського,Маккейна
74.0,Маккейна,Дніпровська
54.0,Дніпровська,Волгоградська
88.0,Волгоградська,Новопольова
0.0,Новопольова,Драгоманова
65.0,Драгоманова,Лебедєва
50.0,Лебедєва,*** not found
100.0,*** not found,Драгомирова
125.0,Драгомирова,Лейпцизька
55.0,Лейпцизька,Глибочицька
55.0,Глибочицька,Салютна
49.0,Салютна,Метрологічна
0.0,Метрологічна,Північно-Сирецька
55.0,Північно-Сирецька,Правди
0.0,Правди,Вернадського
130.0,Вернадського,Пчілки
40.0,Пчілки,Лейпцизька
56.0,Лейпцизька,Басейна
75.0,Басейна,Шаповала
98.0,Шаповала,Бережанська
0.0,Бережанська,Бойчука
51.0,Бойчука,Перемоги
32.0,Перемоги,Івана Федорова
308.0,Івана Федорова,Антоновича
30.0,Антоновича,Вільямса
90.0,Вільямса,Бойчука
61.0,Бойчука,Перемоги
105.0,Перемоги,Ковпака
32.0,Ковпака,Русанівський
27.0,Русанівський,Українки
37.0,Українки,Празька
76.0,Празька,Гончара
75.0,Гончара,Маккейна
65.0,Маккейна,Балтійський
114.0,Балтійський,Білоруська
152.0,Білоруська,Драгоманова
115.0,Драгоманова,Липківського
89.0,Липківського,Новогоспітальна
70.0,Новогоспітальна,Радченка
0.0,Радченка,Богомольця
0.0,Богомольця,Донця
85.0,Донця,Оболонський
83.0,Оболонський,Щекавицька
119.0,Щекавицька,Пожарського
100.0,Пожарського,Полкова
42.0,Полкова,Донця
44.0,Донця,Палладіна
262.0,Палладіна,Бойчука
125.0,Бойчука,Липківського
35.0,Липківського,Павлівська
51.0,Павлівська,Івашкевича
66.0,Івашкевича,Іскрівська
68.0,Іскрівська,Максимовича
70.0,Максимовича,*** not found
113.0,*** not found,Драгомирова
0.0,Драгомирова,Теремківська
108.0,Теремківська,Осокорська
46.0,Осокорська,Дмитрівська
60.0,Дмитрівська,Кондратюка
125.0,Кондратюка,Регенераторна
58.0,Регенераторна,
0.0,,Глибочицька
120.0,Глибочицька,Героїв Сталінграда
68.0,Героїв Сталінграда,Борщагівська
42.0,Борщагівська,Ревуцького
69.0,Ревуцького,Юнацька
86.0,Юнацька,Заболотного
32.0,Заболотного,Автозаводська
0.0,Автозаводська,Заболотного
52.0,Заболотного,Саксаганського
92.0,Саксаганського,Зарічна
60.0,Зарічна,*** not found
0.0,*** not found,Невська
189.0,Невська,Героїв Сталінграда
59.0,Героїв Сталінграда,Вишняківська
69.0,Вишняківська,Драгомирова
48.0,Драгомирова,Драгомирова
62.0,Драгомирова,Гавела
87.0,Гавела,Здолбунівська
83.0,Здолбунівська,Драгомирова
65.0,Драгомирова,Мечнікова
37.0,Мечнікова,*** not found
56.0,*** not found,Максимовича
64.0,Максимовича,Багговутівська
78.0,Багговутівська,Шолуденка
64.0,Шолуденка,Щекавицька
37.0,Щекавицька,Коласа
117.0,Коласа,*** not found
45.0,*** not found,*** not found
42.0,*** not found,Перемоги
115.0,Перемоги,*** not found
0.0,*** not found,Наумова
76.0,Наумова,Перемоги
115.0,Перемоги,Велика Васильківська
0.0,Велика Васильківська,Червоноткацька
0.0,Червоноткацька,Вишгородська
